epoch step loss
3 20 0.8523763418197632
3 21 1.0607209205627441
3 22 1.4090168476104736
3 23 0.7814410328865051
3 24 1.0199244022369385
3 25 0.7106279134750366
3 26 1.037474513053894
3 27 1.1334443092346191
3 28 0.9958651661872864
3 29 0.7763219475746155
3 30 1.0998769998550415
3 31 0.8813946843147278
3 32 1.3631911277770996
3 33 1.4043501615524292
3 34 1.1074142456054688
3 35 1.239948034286499
3 36 1.2101120948791504
3 37 0.9209961295127869
3 38 0.9244669079780579
3 39 0.8872355818748474
3 40 1.1377365589141846
3 41 1.0421125888824463
3 42 1.1614218950271606
3 43 0.7898505926132202
3 44 0.8188998699188232
3 45 0.9845005869865417
3 46 0.8482884168624878
3 47 0.8823585510253906
3 48 1.075743317604065
3 49 0.7253860235214233
3 50 1.1617367267608643
3 51 1.0355381965637207
3 52 1.2216622829437256
3 53 0.7934073209762573
3 54 1.006691336631775
3 55 0.8333280682563782
3 56 1.0098928213119507
3 57 0.7728644609451294
3 58 0.8762113451957703
3 59 0.9301343560218811
3 60 1.1621742248535156
3 61 0.8518149256706238
3 62 1.0248887538909912
3 63 1.270924687385559
3 64 0.8518506288528442
3 65 0.5384138226509094
4 1 0.9154175519943237
4 2 1.0230987071990967
4 3 1.1575379371643066
4 4 0.8465791940689087
4 5 0.725246787071228
4 6 0.7634855508804321
4 7 0.971234917640686
4 8 0.7299877405166626
4 9 0.7743330597877502
4 10 0.7775279879570007
4 11 0.673266589641571
4 12 0.8886826634407043
4 13 0.9213812947273254
4 14 1.4537906646728516
4 15 1.1797386407852173
4 16 1.0228561162948608
4 17 1.0353083610534668
4 18 0.6398923993110657
4 19 0.7490076422691345
4 20 0.8493147492408752
4 21 0.7874937653541565
4 22 0.5299893021583557
4 23 0.9234352707862854
4 24 0.7723942399024963
4 25 0.6461105346679688
4 26 0.710412323474884
4 27 0.9097644090652466
4 28 0.669651985168457
4 29 0.9275792241096497
4 30 1.107485294342041
4 31 1.0429295301437378
4 32 1.6430566310882568
4 33 0.8176130056381226
4 34 1.1691988706588745
4 35 0.6811811923980713
4 36 0.8667852282524109
4 37 0.8619290590286255
4 38 1.0608246326446533
4 39 0.8773735165596008
4 40 0.5930044651031494
4 41 1.0844224691390991
4 42 0.7230297327041626
4 43 1.3925429582595825
4 44 0.7390105724334717
4 45 0.6959766745567322
4 46 0.5741199851036072
4 47 1.0952783823013306
4 48 1.088556170463562
4 49 1.3995121717453003
4 50 0.9540576338768005
4 51 1.0368430614471436
4 52 0.8798225522041321
4 53 1.0654972791671753
4 54 0.706502377986908
4 55 1.0658369064331055
4 56 0.6685692071914673
4 57 1.384781002998352
4 58 0.7438763380050659
4 59 0.676467776298523
4 60 0.943940281867981
4 61 0.8811203837394714
4 62 0.8799096941947937
4 63 0.7527600526809692
4 64 1.1282291412353516
4 65 1.2270413637161255
5 1 0.8095922470092773
5 2 0.7606128454208374
5 3 0.6878036260604858
5 4 0.9034873247146606
5 5 0.7502307295799255
5 6 0.6178029179573059
5 7 1.060091257095337
5 8 0.7122780680656433
5 9 0.8907803297042847
5 10 0.9131807684898376
5 11 0.8195639848709106
5 12 0.5417426228523254
5 13 1.015986680984497
5 14 0.5824934840202332
5 15 0.7871028780937195
5 16 0.8227285146713257
5 17 0.9242441654205322
5 18 0.9238285422325134
5 19 1.1100972890853882
5 20 0.5933541655540466
5 21 0.7476300001144409
5 22 0.6868218779563904
5 23 1.0749236345291138
5 24 0.7282561659812927
5 25 0.9310535192489624
5 26 0.5993859171867371
5 27 0.9424666166305542
5 28 0.9089604020118713
5 29 1.0270090103149414
5 30 0.7269221544265747
5 31 0.628450334072113
5 32 0.8584854006767273
5 33 0.768932044506073
5 34 1.0507713556289673
5 35 1.2853883504867554
5 36 0.7894559502601624
5 37 0.7806904315948486
5 38 0.885420560836792
5 39 1.0808179378509521
5 40 0.6800062656402588
5 41 1.0416779518127441
5 42 0.8787404298782349
5 43 0.6400917172431946
5 44 0.5963141918182373
5 45 1.0323907136917114
5 46 0.8061783313751221
5 47 0.8690704107284546
5 48 0.6767812967300415
5 49 0.7509027719497681
5 50 0.8916025757789612
5 51 0.8080089688301086
5 52 0.8430081605911255
5 53 0.9892953634262085
5 54 0.8355966806411743
5 55 0.5866432785987854
5 56 1.0876309871673584
5 57 1.1535001993179321
5 58 0.6665419936180115
5 59 1.18521249294281
5 60 0.8779458999633789
5 61 0.8517020344734192
5 62 1.0238463878631592
5 63 0.8664547204971313
5 64 0.7016217708587646
5 65 0.42226243019104004
6 1 0.46182993054389954
6 2 0.7580774426460266
6 3 1.1376006603240967
6 4 0.5678843259811401
6 5 0.5256285071372986
6 6 0.7231298089027405
6 7 0.884806752204895
6 8 0.6830084919929504
6 9 0.6774791479110718
6 10 0.7548019886016846
6 11 0.8015754818916321
6 12 0.7145946025848389
6 13 0.6791437864303589
6 14 0.7213148474693298
6 15 0.6696720719337463
6 16 0.7409433722496033
6 17 0.6884485483169556
6 18 0.6033427715301514
6 19 0.8829132914543152
6 20 0.6404343843460083
6 21 0.541315495967865
6 22 0.8028949499130249
6 23 0.6489333510398865
6 24 0.7685506343841553
6 25 0.6973511576652527
6 26 0.6419121623039246
6 27 1.0253897905349731
6 28 0.6689714193344116
6 29 0.6951746344566345
6 30 1.069392442703247
6 31 0.6186591386795044
6 32 0.7709258794784546
6 33 0.6865385174751282
6 34 0.8937811255455017
6 35 0.7381383180618286
6 36 0.9543878436088562
6 37 0.49732401967048645
6 38 0.7002559900283813
6 39 0.59560227394104
6 40 1.0874861478805542
6 41 1.0991935729980469
6 42 0.726021945476532
6 43 0.9109266996383667
6 44 0.9893656969070435
6 45 0.6770565509796143
6 46 0.7991029620170593
6 47 0.8363807201385498
6 48 0.807133674621582
6 49 0.7413280606269836
6 50 1.1031590700149536
6 51 0.8959360718727112
6 52 0.6529144048690796
6 53 0.7029058933258057
6 54 0.754234254360199
6 55 0.8668525815010071
6 56 0.6425323486328125
6 57 0.8666584491729736
6 58 0.6227213144302368
6 59 0.7721565365791321
6 60 0.6218985915184021
6 61 1.1261624097824097
6 62 0.6448447704315186
6 63 0.5188757181167603
6 64 0.8717000484466553
6 65 0.8487561941146851
7 1 0.6984484195709229
7 2 0.5730562806129456
7 3 0.8444175720214844
7 4 0.6597360968589783
7 5 0.6668426990509033
7 6 0.8167963624000549
7 7 0.5669295191764832
7 8 0.7649229168891907
7 9 0.967337429523468
7 10 0.7606744766235352
7 11 0.8478080034255981
7 12 0.6036480069160461
7 13 0.7565396428108215
7 14 0.717255711555481
7 15 0.9454938769340515
7 16 0.4760674834251404
7 17 0.706095814704895
7 18 0.7668344974517822
7 19 0.481624037027359
7 20 0.47937485575675964
7 21 0.581551194190979
7 22 0.8551674485206604
7 23 0.8769206404685974
7 24 0.9269410967826843
7 25 0.5708692669868469
7 26 1.103627324104309
7 27 0.4654202163219452
7 28 0.8473392724990845
7 29 0.5140478610992432
7 30 0.6629474759101868
7 31 0.6138255596160889
7 32 0.947172224521637
7 33 0.5491717457771301
7 34 0.406302273273468
7 35 0.9689611792564392
7 36 0.5030346512794495
7 37 0.5336300134658813
7 38 0.8987712264060974
7 39 0.6337359547615051
7 40 0.819189727306366
7 41 0.7273803353309631
7 42 0.36064380407333374
7 43 0.8964911103248596
7 44 0.738080620765686
7 45 0.5370675921440125
7 46 0.5460747480392456
7 47 0.5370156168937683
7 48 0.8729461431503296
7 49 0.6499375104904175
7 50 0.6426981091499329
7 51 0.6360800266265869
7 52 0.5534971356391907
7 53 0.9302297234535217
7 54 0.9874285459518433
7 55 0.9281063079833984
7 56 0.5215299129486084
7 57 0.6184606552124023
7 58 0.47847309708595276
7 59 0.9158271551132202
7 60 0.7736944556236267
7 61 0.4402965009212494
7 62 0.6750739812850952
7 63 0.9703513979911804
7 64 0.606643795967102
7 65 0.3215944170951843
8 1 0.7849021553993225
8 2 0.625174880027771
8 3 0.6388351917266846
8 4 0.4849185347557068
8 5 0.6453186273574829
8 6 0.4498111605644226
8 7 0.7409284114837646
8 8 0.7262204885482788
8 9 0.8132487535476685
8 10 0.6976205110549927
8 11 0.699836015701294
8 12 0.7177244424819946
8 13 0.6928142309188843
8 14 0.49999383091926575
8 15 0.7968308329582214
8 16 0.3267132341861725
8 17 0.7713493704795837
8 18 0.5003353953361511
8 19 0.6574331521987915
8 20 0.8062910437583923
8 21 0.4710472524166107
8 22 0.49957287311553955
8 23 0.5000434517860413
8 24 0.876454770565033
8 25 0.5696213245391846
8 26 0.8261441588401794
8 27 0.6398785710334778
8 28 0.49812665581703186
8 29 0.49217653274536133
8 30 0.6336548924446106
8 31 0.8425746560096741
8 32 0.5155633091926575
8 33 0.5911375880241394
8 34 0.5673339366912842
8 35 0.5738619565963745
8 36 0.7462787628173828
8 37 0.3824440538883209
8 38 0.6250731945037842
8 39 0.868154764175415
8 40 0.7189175486564636
8 41 0.5809262990951538
8 42 0.709757387638092
8 43 0.7027390003204346
8 44 0.6091365218162537
8 45 0.5460565686225891
8 46 0.8151903748512268
8 47 0.7274863123893738
8 48 0.9895310997962952
8 49 0.790667712688446
8 50 0.4259105622768402
8 51 0.5722287893295288
8 52 0.8602667450904846
8 53 0.8965084552764893
8 54 0.668084979057312
8 55 0.6508148312568665
8 56 0.8511968851089478
8 57 0.6903574466705322
8 58 0.792365312576294
8 59 1.122007966041565
8 60 0.8108934164047241
8 61 0.7337350845336914
8 62 0.5042480230331421
8 63 0.4971418082714081
8 64 0.7049945592880249
8 65 0.25111332535743713
9 1 0.6050007343292236
9 2 0.5519402623176575
9 3 0.7994400262832642
9 4 0.7300392985343933
9 5 0.5754354596138
9 6 0.7090516686439514
9 7 0.8345453143119812
9 8 0.697239875793457
9 9 0.5719629526138306
9 10 0.4576041102409363
9 11 0.7637147903442383
9 12 0.8078518509864807
9 13 0.909792959690094
9 14 0.5726555585861206
9 15 0.3908351957798004
9 16 0.6128116250038147
9 17 0.3409140408039093
9 18 0.8703043460845947
9 19 0.6582203507423401
9 20 0.6908506155014038
9 21 0.7598769068717957
9 22 0.7051035165786743
9 23 0.49104043841362
9 24 0.7005806565284729
9 25 0.4353265166282654
9 26 0.6046918034553528
9 27 0.5826228260993958
9 28 0.9178029894828796
9 29 0.6450815796852112
9 30 0.5505214929580688
9 31 0.592372477054596
9 32 0.3759685754776001
9 33 0.8650079369544983
9 34 0.479295939207077
9 35 0.5786522030830383
9 36 0.6050062775611877
9 37 0.5897343158721924
9 38 0.44733792543411255
9 39 0.29179829359054565
9 40 0.4179815649986267
9 41 0.5989572405815125
9 42 0.3415282070636749
9 43 0.45368245244026184
9 44 0.5808507204055786
9 45 0.4551766812801361
9 46 0.834764301776886
9 47 0.5058102011680603
9 48 0.6926093697547913
9 49 0.7673314809799194
9 50 0.5687883496284485
9 51 0.43835166096687317
9 52 0.811177134513855
9 53 0.6280021667480469
9 54 0.9115085601806641
9 55 0.5228895545005798
9 56 0.5274227261543274
9 57 0.552361786365509
9 58 0.726287841796875
9 59 0.7817763686180115
9 60 0.6793261766433716
9 61 0.4217880666255951
9 62 0.6264123320579529
9 63 0.9131878018379211
9 64 0.491506427526474
9 65 0.47542136907577515
10 1 0.8377637267112732
10 2 0.43422868847846985
10 3 0.7742153406143188
10 4 0.4387769103050232
10 5 0.5684548020362854
10 6 0.46204128861427307
10 7 0.6954346895217896
10 8 0.5202181339263916
10 9 0.7118697762489319
10 10 0.7158082723617554
10 11 0.42332372069358826
10 12 0.686703085899353
10 13 0.4676238000392914
10 14 0.5786573886871338
10 15 1.083656907081604
10 16 0.5446748733520508
10 17 0.44712522625923157
10 18 0.8635780215263367
10 19 0.3848588168621063
10 20 0.5444821119308472
10 21 0.6934680938720703
10 22 0.713955283164978
10 23 0.564631998538971
10 24 0.49135178327560425
10 25 0.7854587435722351
10 26 0.8122822642326355
10 27 0.3577125370502472
10 28 0.41348108649253845
10 29 0.9151018857955933
10 30 0.4739808142185211
10 31 0.6698997020721436
10 32 0.727385938167572
10 33 0.44880858063697815
10 34 0.9183809757232666
10 35 0.7839100360870361
10 36 0.7897340655326843
10 37 0.6668579578399658
10 38 0.3604912757873535
10 39 0.4589974582195282
10 40 0.4907830059528351
10 41 0.6222451329231262
10 42 0.6097602248191833
10 43 0.6095216274261475
10 44 0.6158908605575562
10 45 0.9034754037857056
10 46 0.4467366933822632
10 47 0.39490586519241333
10 48 0.6138420701026917
10 49 0.5882155895233154
10 50 0.8243111968040466
10 51 0.9024856686592102
10 52 0.7208452224731445
10 53 0.6929400563240051
10 54 0.8632208108901978
10 55 0.7797390222549438
10 56 0.5818389654159546
10 57 0.8002723455429077
10 58 0.6119052767753601
10 59 0.726233720779419
10 60 0.84666907787323
10 61 0.753290593624115
10 62 0.4853215515613556
10 63 0.7262746691703796
10 64 0.816521942615509
10 65 0.7009117603302002
11 1 0.57533198595047
11 2 0.5788087844848633
11 3 0.4897426664829254
11 4 0.3894580900669098
11 5 1.054997205734253
11 6 0.7243663668632507
11 7 0.5690257549285889
11 8 0.48405054211616516
11 9 0.5509240627288818
11 10 0.6263138055801392
11 11 0.38343843817710876
11 12 0.608465850353241
11 13 0.2764021158218384
11 14 0.6544991135597229
11 15 0.5876710414886475
11 16 0.5396066904067993
11 17 0.7167994976043701
11 18 0.43480750918388367
11 19 0.7948957681655884
11 20 0.7133334875106812
11 21 0.7945173382759094
11 22 0.37263983488082886
11 23 0.6366313695907593
11 24 0.6634986996650696
11 25 0.9817228317260742
11 26 0.3469790816307068
11 27 0.34523817896842957
11 28 0.5235397815704346
11 29 0.3773036301136017
11 30 0.5960668921470642
11 31 0.5486475229263306
11 32 0.5846453309059143
11 33 0.5605976581573486
11 34 0.43985626101493835
11 35 0.488127738237381
11 36 0.6820294857025146
11 37 0.7480273842811584
11 38 0.503785252571106
11 39 0.6962342858314514
11 40 0.48561033606529236
11 41 0.8325468301773071
11 42 0.7169711589813232
11 43 0.9334815144538879
11 44 0.7660670876502991
11 45 0.657334566116333
11 46 0.6193653345108032
11 47 0.7151788473129272
11 48 0.5100236535072327
11 49 0.4112681448459625
11 50 0.37759941816329956
11 51 0.2983323335647583
11 52 0.7839877605438232
11 53 0.4327656626701355
11 54 0.7180269360542297
11 55 0.8474819660186768
11 56 0.34708040952682495
11 57 0.5380113124847412
11 58 0.23822380602359772
11 59 0.9882432222366333
11 60 0.6039988398551941
11 61 0.7910199761390686
11 62 0.7878795862197876
11 63 0.5239569544792175
11 64 0.7103460431098938
11 65 0.43423447012901306
12 1 0.6928646564483643
12 2 0.7221990823745728
12 3 0.5911875367164612
12 4 0.5472046136856079
12 5 0.4854283928871155
12 6 0.6267079710960388
12 7 0.584259033203125
12 8 0.6273530125617981
12 9 0.3691503703594208
12 10 0.3594651222229004
12 11 0.7769501805305481
12 12 0.43170198798179626
12 13 0.6337606906890869
12 14 0.31617119908332825
12 15 0.752152144908905
12 16 0.4455653429031372
12 17 1.1477826833724976
12 18 0.5182116627693176
12 19 0.8961746692657471
12 20 1.000752329826355
12 21 0.4927510917186737
12 22 0.57159823179245
12 23 0.5832920670509338
12 24 0.6837087869644165
12 25 0.5282290577888489
12 26 0.8120531439781189
12 27 0.5422815084457397
12 28 0.7054387927055359
12 29 0.7459937930107117
12 30 0.5140198469161987
12 31 0.40431833267211914
12 32 0.3869757354259491
12 33 0.5309832692146301
12 34 0.45557913184165955
12 35 0.5641435980796814
12 36 0.46708202362060547
12 37 0.4047568738460541
12 38 0.28843891620635986
12 39 0.4397844672203064
12 40 0.3865017890930176
12 41 0.8491261005401611
12 42 0.6712376475334167
12 43 0.5894346833229065
12 44 0.7321101427078247
12 45 0.4446364641189575
12 46 0.6032671332359314
12 47 0.4063120186328888
12 48 0.5598681569099426
12 49 0.42348554730415344
12 50 0.47102347016334534
12 51 0.4451502859592438
12 52 0.37027350068092346
12 53 0.6427860260009766
12 54 0.6521556973457336
12 55 0.5652925968170166
12 56 0.7053825855255127
12 57 0.5691792368888855
12 58 0.9845482110977173
12 59 0.5049536228179932
12 60 0.5693216323852539
12 61 0.43528038263320923
12 62 0.8746398091316223
12 63 0.42749151587486267
12 64 0.826705276966095
12 65 0.8291774988174438
13 1 0.5250462293624878
13 2 0.35429075360298157
13 3 0.5397292971611023
13 4 0.37447839975357056
13 5 0.5918322801589966
13 6 0.7692497372627258
13 7 0.6030988097190857
13 8 0.44394466280937195
13 9 0.31329837441444397
13 10 0.3774121105670929
13 11 0.7509931921958923
13 12 0.4986098110675812
13 13 0.4943319857120514
13 14 0.7135478854179382
13 15 0.334298700094223
13 16 0.6047173738479614
13 17 0.4525325894355774
13 18 0.8759567737579346
13 19 0.5513801574707031
13 20 0.6024210453033447
13 21 0.4746825098991394
13 22 0.5472842454910278
13 23 0.8851105570793152
13 24 0.5992727875709534
13 25 0.412098228931427
13 26 0.38010844588279724
13 27 0.6014310717582703
13 28 0.7530981302261353
13 29 0.8208661675453186
13 30 0.757376492023468
13 31 0.5656213760375977
13 32 0.7260628938674927
13 33 0.5535463094711304
13 34 0.4370183050632477
13 35 0.4654892385005951
13 36 0.4604071080684662
13 37 0.43441665172576904
13 38 0.5567225813865662
13 39 0.5314066410064697
13 40 0.4596894383430481
13 41 0.6035789847373962
13 42 0.6697291135787964
13 43 0.4195217490196228
13 44 0.9869757294654846
13 45 0.8199490308761597
13 46 0.4118026793003082
13 47 0.7548819780349731
13 48 0.37675371766090393
13 49 0.32609206438064575
13 50 0.5042755603790283
13 51 0.4586902856826782
13 52 0.3907526731491089
13 53 0.562932014465332
13 54 0.6031701564788818
13 55 0.6608203053474426
13 56 0.447072833776474
13 57 0.415481835603714
13 58 0.5107529759407043
13 59 0.5924676060676575
13 60 0.5902258157730103
13 61 0.6434327363967896
13 62 0.4391808807849884
13 63 0.46158990263938904
13 64 0.5283823609352112
13 65 0.5530619025230408
14 1 0.5040732026100159
14 2 0.5218091011047363
14 3 0.31675970554351807
14 4 0.5056445002555847
14 5 0.7762163877487183
14 6 0.2898279130458832
14 7 0.8865383863449097
14 8 0.5453870892524719
14 9 0.8958410620689392
14 10 0.6497427225112915
14 11 0.4189129173755646
14 12 0.7691505551338196
14 13 0.2845456898212433
14 14 0.8470823764801025
14 15 0.40991300344467163
14 16 0.7629789710044861
14 17 0.40054163336753845
14 18 0.5820072293281555
14 19 0.28319063782691956
14 20 0.457733154296875
14 21 0.467826783657074
14 22 0.48475590348243713
14 23 0.41461285948753357
14 24 0.45479610562324524
14 25 0.7174343466758728
14 26 0.6484998464584351
14 27 0.5396355986595154
14 28 0.37616899609565735
14 29 0.7094298005104065
14 30 0.7252712249755859
14 31 0.5302006006240845
14 32 0.7161732912063599
14 33 0.6617128849029541
14 34 0.296237975358963
14 35 0.3424520492553711
14 36 0.6180821657180786
14 37 0.5056046843528748
14 38 0.45463886857032776
14 39 0.5157429575920105
14 40 0.6421723961830139
14 41 0.4414459764957428
14 42 0.6019889712333679
14 43 0.4273393452167511
14 44 0.5904505252838135
14 45 0.7670458555221558
14 46 0.8276795148849487
14 47 0.7140176296234131
14 48 0.4618329703807831
14 49 0.7832127809524536
14 50 0.7113627791404724
14 51 0.8193581700325012
14 52 0.6096456050872803
14 53 0.6334359645843506
14 54 0.5227331519126892
14 55 0.2896500825881958
14 56 0.4907744526863098
14 57 0.49504128098487854
14 58 0.6762601733207703
14 59 0.2784477174282074
14 60 0.6005985140800476
14 61 0.7730941772460938
14 62 0.4250149726867676
14 63 0.46389591693878174
14 64 0.4599236249923706
14 65 0.19789591431617737
15 1 0.6283071637153625
15 2 0.3991948962211609
15 3 0.6643434166908264
15 4 0.7944358587265015
15 5 0.678055465221405
15 6 0.30899086594581604
15 7 0.4256197512149811
15 8 0.5999547243118286
15 9 0.2888208031654358
15 10 0.5600596070289612
15 11 0.5980246067047119
15 12 0.6987216472625732
15 13 0.6173611879348755
15 14 0.5048296451568604
15 15 0.6246311068534851
15 16 0.7010205984115601
15 17 0.3632241487503052
15 18 0.4988102912902832
15 19 0.3924497663974762
15 20 0.5873966217041016
15 21 0.2841636836528778
15 22 0.7261692881584167
15 23 0.495143860578537
15 24 0.5780338644981384
15 25 0.44367602467536926
15 26 0.5435269474983215
15 27 0.7009299993515015
15 28 0.4668593108654022
15 29 0.3358602225780487
15 30 0.4450010061264038
15 31 0.3419795632362366
15 32 0.4221487045288086
15 33 0.4690074324607849
15 34 0.31981179118156433
15 35 0.5294861793518066
15 36 0.5361107587814331
15 37 0.37717851996421814
15 38 0.5164720416069031
15 39 0.5149371027946472
15 40 0.5971376895904541
15 41 0.571031391620636
15 42 0.4782201051712036
15 43 0.6396924257278442
15 44 0.6804113984107971
15 45 0.4312736392021179
15 46 0.3915335237979889
15 47 0.44505971670150757
15 48 0.6873869299888611
15 49 0.8989131450653076
15 50 0.5901519656181335
15 51 0.3062520921230316
15 52 0.30039462447166443
15 53 0.428254634141922
15 54 0.3433135747909546
15 55 0.5282573103904724
15 56 0.3506992757320404
15 57 0.46882790327072144
15 58 0.47180843353271484
15 59 0.6763414144515991
15 60 0.7716920375823975
15 61 0.6514418721199036
15 62 0.5787121057510376
15 63 0.5126287937164307
15 64 0.4888038635253906
15 65 0.2908235192298889
16 1 0.36736151576042175
16 2 0.34406790137290955
16 3 0.41274356842041016
16 4 0.22242480516433716
16 5 0.5927281975746155
16 6 0.5174008011817932
16 7 0.46204936504364014
16 8 0.47769346833229065
16 9 0.38632646203041077
16 10 0.4247356057167053
16 11 0.3469966948032379
16 12 0.4276251494884491
16 13 0.42219698429107666
16 14 0.2630945146083832
16 15 0.3956142067909241
16 16 0.47120732069015503
16 17 0.5715683698654175
16 18 0.47230497002601624
16 19 0.6077642440795898
16 20 0.4801667630672455
16 21 0.7109175324440002
16 22 0.6093698143959045
16 23 0.6416851282119751
16 24 0.5512039661407471
16 25 0.4303385019302368
16 26 0.5837316513061523
16 27 0.9861308336257935
16 28 0.316787451505661
16 29 0.3930712938308716
16 30 0.5135595798492432
16 31 0.4172120988368988
16 32 0.7504034042358398
16 33 0.6103896498680115
16 34 0.6253296732902527
16 35 0.5064944624900818
16 36 0.4452921152114868
16 37 0.6049993634223938
16 38 0.48719045519828796
16 39 0.43009665608406067
16 40 0.2524811923503876
16 41 0.42365762591362
16 42 0.47326651215553284
16 43 0.39886412024497986
16 44 0.5633664727210999
16 45 0.171314999461174
16 46 0.41267845034599304
16 47 0.4662955403327942
16 48 0.38400542736053467
16 49 0.4518809914588928
16 50 0.5517248511314392
16 51 0.7300878167152405
16 52 0.5279990434646606
16 53 0.7011558413505554
16 54 0.4147210419178009
16 55 0.44724172353744507
16 56 0.43946778774261475
16 57 0.5017645955085754
16 58 0.2602856457233429
16 59 0.5361382961273193
16 60 0.4075803756713867
16 61 0.33120355010032654
16 62 0.5761540532112122
16 63 0.8853601217269897
16 64 0.44033077359199524
16 65 0.6193426251411438
17 1 0.3240017890930176
17 2 0.2614387273788452
17 3 0.36500516533851624
17 4 0.4900846779346466
17 5 0.41568422317504883
17 6 0.3335777521133423
17 7 0.22787640988826752
17 8 0.4830293655395508
17 9 0.6193454265594482
17 10 0.41726768016815186
17 11 0.5496079921722412
17 12 0.39820536971092224
17 13 0.3899478018283844
17 14 0.43898990750312805
17 15 0.4153651297092438
17 16 0.22522136569023132
17 17 0.5783020853996277
17 18 0.3176455795764923
17 19 0.35292118787765503
17 20 0.4667174518108368
17 21 0.3595365881919861
17 22 0.5487685799598694
17 23 0.2839926779270172
17 24 0.4539998173713684
17 25 0.27717211842536926
17 26 0.5242536664009094
17 27 0.3148123025894165
17 28 0.5519180297851562
17 29 0.6369963884353638
17 30 0.7064970135688782
17 31 0.4441649615764618
17 32 0.1977391242980957
17 33 0.15302132070064545
17 34 0.25032803416252136
17 35 0.7466685771942139
17 36 0.5176041126251221
17 37 0.2491571456193924
17 38 0.4763281047344208
17 39 0.47932568192481995
17 40 0.46648988127708435
17 41 0.6637831330299377
17 42 0.9929920434951782
17 43 0.5604627132415771
17 44 0.2874126434326172
17 45 0.5181074738502502
